name,X,Y,A,mu,sigma,baseline,S_exp,S_theory,FWHM,G2,eta,r2,notes
sample_01875,73,9,2.502897727054821,93.02953597463777,82.73800750606723,2.480776393344242,-0.0021800517759738,-0.0043804127342374,3.141592653589793,1.7024143839193155,0.08866814157641126,44.57945473713784,
sample_01876,74,9,2.809382669743549,92.56506259924404,82.29722325511135,2.022066446593466,-0.0026131696903478,-0.0052344035210701,3.141592653589793,1.7024143839193155,0.08866814157641126,44.42872837190956,
sample_01877,75,9,0.2431049986655889,16.07126626989394,9.831917631306018,5.379009275087247,-0.0018203427065317,0.0021105459618786,0.4040855524795896,0.0685542504728331,0.4800343469337358,64.72608373120343,
sample_01878,76,9,1.867563026229653,90.60929326822516,81.16293707761355,3.2084166916000645,-0.0014730789623393,-0.0038076992055373,3.141592653589793,1.7024143839193155,0.08866814157641126,41.27462298767415,
sample_01879,77,9,0.1986592811573974,358.3482043731827,23.562585836914455,5.354463354455729,-0.0017592382285991,0.0036006269904361,0.9684072703620253,0.36890244326401866,0.2465106896778021,78.0570260875723,
sample_01880,78,9,2.0008359444227626,90.18560830801844,82.60922861621069,3.056788601070241,-0.002519445478253,-0.0035697064844846,3.141592653589793,1.7024143839193155,0.08866814157641126,45.46558912858506,
sample_01881,79,9,0.1669777408742664,187.854517498692,31.601469630392625,5.391775494596432,-0.0010370335215303,0.0034621746192684,1.2988002741300346,0.6225264289458636,0.18204869018880704,81.60411987082502,
sample_01882,80,9,2.4226036269565614,97.08175508514418,83.56736681364599,2.48904272000997,-0.0013435496122341,-0.003882303830078,3.141592653589793,1.7024143839193155,0.08866814157641126,45.98371386427025,
sample_01883,81,9,1.97235421473571,89.9767629876767,81.14028362172462,3.0972745539248647,-0.0028321952927039,-0.0040239216909558,3.141592653589793,1.7024143839193155,0.08866814157641126,42.23517251918148,
sample_01884,82,9,2.2038438737430224,91.64661523620173,81.83488221969088,2.8105569934935657,-0.0021828167517791,-0.0042273758760075,3.141592653589793,1.7024143839193155,0.08866814157641126,46.90993301365357,
sample_01885,83,9,2.302899195378868,93.10075990348324,81.47136906311167,2.6706006791309616,-0.0026892603696631,-0.0045717147602007,3.141592653589793,1.7024143839193155,0.08866814157641126,44.58067200388627,
sample_01886,84,9,1.8992512790991485,83.93725461707066,80.7578035484191,3.195659468306312,-0.0015824006800927,-0.0039118711749628,3.141592653589793,1.7024143839193155,0.08866814157641126,42.83908716150337,
sample_01887,85,9,0.1909821999017688,36.6500208968828,5.166770905803639,5.149885137211758,-0.0018274988460246,0.0011085200799543,0.21235099339718522,0.019119710006933528,0.6351965909806514,47.25228693288832,
sample_01888,86,9,0.2197359423122545,187.83924138551995,24.43288540225384,5.040065423031124,-0.002505884129366,0.0043280813767708,1.004176028184318,0.39429313254653886,0.2378458336396608,84.6816303443772,
sample_01889,87,9,0.1565770759339631,126.99190390230116,14.677434440789163,4.956258904336123,-0.0007773631124758,3.179841662459548e-05,0.603233207131884,0.1502332190777715,0.37082695450562814,34.34322496260061,
sample_01890,88,9,0.3514161758188474,20.173196297331767,1.764658931969729,4.987323617608012,0.0008455410059715,0.0007646198253654,0.07252635815342055,0.0022377246842726914,0.8114078498375088,53.02349282322063,
sample_01891,89,9,0.2013898552860561,0.194789798994918,1.476149920931,4.970489767389588,-0.0013742705362913,2.541113287046759e-05,0.0606688215575369,0.001566041237508274,0.8317043881016164,51.4938539287309,
sample_01892,90,9,0.2294132640875849,172.69763834524804,5.000776848732747,4.777890655482038,9.804120651102366e-06,0.0006539976558902,0.20552874337687968,0.017915176564911418,0.6420957406375206,63.70728385090544,
sample_01893,91,9,0.2014230361253194,137.03340151578084,28.012852186348606,4.819331189190367,0.0024079333508392,0.0010930510733341,1.1513103828501179,0.5045181462550877,0.20686613451007962,42.34506026569122,
sample_01894,92,9,0.1970029265327449,14.116670506756014,10.37039249857338,4.762313205580342,0.0003860119209448,0.0018872606878024,0.42621652655765485,0.07615200887329304,0.4658052961633836,51.96937779976167,
sample_01895,93,9,0.1967389237202194,142.21088207660046,6.739618813831167,4.526179560013599,0.0019045278406515,0.0015776041352266,0.27699404063529,0.032446478353970146,0.5753397204754702,27.93841820354764,
sample_01896,94,9,0.0,0.0,180.0,4.487346300303029,-0.0019132582600915,-1.5909729340624068e-06,3.141592653589793,1.7024143839193155,0.08866814157641126,34.57561980802475,
sample_01897,95,9,0.4962293144639506,136.36108592853472,33.12546143555651,4.019232065474569,0.0016411755334436,0.001827501531681,1.3614353666579824,0.6742966672969738,0.17304943998082717,43.21294068300689,
sample_01898,96,9,0.3580545469908149,141.4414483265567,7.939534884143506,4.029086802297137,0.0086260831499872,0.0035579143015624,0.3263098268718853,0.044916778267254875,0.5353137560078408,93.4913716200495,
sample_01899,97,9,0.7453741163819022,170.25372822447176,40.38309564337944,3.642030028661918,0.0188112964857757,0.0192175089185228,1.6597195100508044,0.9267995308053674,0.139812731439464,91.91210298653569,
sample_01900,98,9,0.3975586331586299,31.512168190396604,1.993272175085188,4.19403725172501,0.0186481473991846,0.0012624687371622,0.081922216836605,0.002854734862395516,0.7962687465656213,145.11765680988296,
sample_01901,99,9,0.0,0.0,180.0,4.157691006329965,0.020115553069021,-1.5909729340624068e-06,3.141592653589793,1.7024143839193155,0.08866814157641126,119.68948222100114,
sample_01902,100,9,0.0,0.0,180.0,4.154972391874657,0.0176479794680863,-1.5909729340068957e-06,3.141592653589793,1.7024143839193155,0.08866814157641126,91.31534537371816,
sample_01903,101,9,0.0,0.0,180.0,4.115559497171716,0.0243354062502957,-1.5909729341734291e-06,3.141592653589793,1.7024143839193155,0.08866814157641126,140.63947857173994,
sample_01904,102,9,0.718398755984909,152.245576688257,30.36471698345776,3.830174723779007,0.0180824206683545,0.0137495652487434,1.2479705280562887,0.5811637111875206,0.18999009843088357,56.63254027403799,
sample_01905,103,9,0.9596276016995954,159.0092074444456,29.82140812028824,3.7721761617063647,0.0199287603165865,0.0223350999424124,1.2256408798255243,0.5632072306431721,0.19367360254469002,38.55350983164378,
sample_01906,104,9,0.6887688987028475,149.2293784936052,26.080323253144527,3.834939922705195,0.0092418594441776,0.0124846138456279,1.0718846745661044,0.44392996780053084,0.22271351174753454,53.93887892547272,
sample_01907,105,9,0.7351144501269958,153.59246279290318,25.83403463486254,3.9709316966058976,0.012993019309081,0.014765972675854,1.0617623692214153,0.4363850620311462,0.22487581980953525,32.210763945635975,
